type,NP_mean,NP_sd,CP_mean,CP_sd,NP_L,CP_L,Sample,Amp 28,Amp 44,"d15N (permil, vs AIR)","d13C (permil, vs VPDB)",NP,CP,MS_notes,tray,site,species,my_rep,UID,cycle,max_length,details
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-2,3663,3209,14.575358646368931,-24.39553746860729,13.81,45.56,NA,Terrg 21-45.xlsx,TRC,P.lat,2,TRC-fi-P.lat-2,2020-05-20,68,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-3,4315,3851,16.01862977195524,-20.904542133235218,13.75,45.21,NA,Terrg 21-45.xlsx,TRC,P.lat,3,TRC-fi-P.lat-3,2020-05-20,51,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-4,3711,3377,16.128641347262167,-21.632299992930303,13.34,45.11,NA,Terrg 21-45.xlsx,TRC,P.lat,4,TRC-fi-P.lat-4,2020-05-20,50,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-5,4299,3789,15.749151876478635,-21.370347934188512,13.24,44.24,NA,Terrg 21-45.xlsx,TRC,P.lat,5,TRC-fi-P.lat-5,2020-05-20,54,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-1,3707,3328,16.737237493226182,-22.75043776896042,12.46,41.76,NA,Terrg 21-45.xlsx,TRC,P.lat,1,TRC-fi-P.lat-1,2020-05-20,46,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-2,3608,3353,15.078989619563036,-22.347826628092694,12.56,43.9,NA,Terrg 21-45.xlsx,TRC,P.lat,2,TRC-fi-P.lat-2,2020-05-20,41,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-3,3018,2810,16.187179616691544,-23.885903113078523,10.8,37.97,NA,Terrg 21-45.xlsx,TRC,P.lat,3,TRC-fi-P.lat-3,2020-05-20,37,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-P.lat-4,3652,3237,17.200497246124165,-19.697727979343092,13.55,45.19,NA,Terrg 21-45.xlsx,TRC,P.lat,4,TRC-fi-P.lat-4,2020-05-20,32,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,EMC-fi-P.cla-1,3469,2989,11.899756021243547,-24.382286975363545,13.33,42.56,NA,Terrg 21-45.xlsx,EMC,P.cla,1,EMC-fi-P.cla-1,2020-05-20,63,"""Faxonius spp"""
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,EMC-fi-P.cla-2,4135,3490,12.797006392324827,-22.960407123438273,13.61,43.09,NA,Terrg 21-45.xlsx,EMC,P.cla,2,EMC-fi-P.cla-2,2020-05-20,60,"""Faxonius spp"""
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,WMC-fi-P.cla-3,3110,2837,10.330324832231865,-25.537118424991736,12.95,43.79,NA,Terrg 21-45.xlsx,WMC,P.cla,3,WMC-fi-P.cla-3,2020-05-20,57,"""Faxonius spp"""
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,WMC-fi-P.cla-4,4022,3608,11.172064775405977,-26.884591661009804,12.95,43.2,NA,Terrg 21-45.xlsx,WMC,P.cla,4,WMC-fi-P.cla-4,2020-05-20,50,"""Faxonius spp"""
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,MR-fi-P.for-1,4042,3601,9.636949123645996,-27.099657359042943,13.25,43.79,NA,Terrg 21-45.xlsx,MR,P.for,1,MR-fi-P.for-1,2020-05-20,45,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,PDC-fi-G.aff-1,3993,3602,11.47484892762688,-24.379229169230374,13.67,45.91,NA,Terrg 21-45.xlsx,PDC,G.aff,1,PDC-fi-G.aff-1,2020-05-20,45,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-C.var-1,3898,3367,19.442109253066256,-17.23823257956125,14.27,45.88,NA,Terrg 21-45.xlsx,TRC,C.var,1,TRC-fi-C.var-1,2020-05-20,46,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,TRC-fi-C.var-2,4349,3702,19.518814571628887,-17.142421320721837,14.19,45.4,NA,Terrg 21-45.xlsx,TRC,C.var,2,TRC-fi-C.var-2,2020-05-20,46,NA
Fish,13.375398230088496,1.2928202065661465,44.59988200589971,3.598701851448936,10.14334771367313,35.60312737727737,PDC-fi-P.lat-1,3490,3128,7.3367988472745305,-31.067670451189947,13.45,45.28,NA,Terrg 21-45.xlsx,PDC,P.lat,1,PDC-fi-P.lat-1,2020-05-20,48,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-coena-1,4859,4852,9.207498007402238,-28.816073225086093,13.51,45.95,NA,Terrg 21-48.xlsx,MR,coena,1,MR-in-coena-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-coena-2,5232,5055,9.355214378813615,-28.898792827661715,14.94,49.9,NA,Terrg 21-48.xlsx,MR,coena,2,MR-in-coena-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-coena-3,4339,4345,9.237850686459373,-29.736201150032212,13.2,45.98,NA,Terrg 21-48.xlsx,MR,coena,3,MR-in-coena-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-elmid-1,3494,4260,7.1435158315172576,-32.72738282835317,11.1,46.58,NA,Terrg 21-48.xlsx,MR,elmid,1,MR-in-elmid-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-elmid-2,4123,4750,6.8399890409459365,-35.63482367443707,12.01,47.22,NA,Terrg 21-48.xlsx,MR,elmid,2,MR-in-elmid-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-Hyale-1,2761,3361,7.81734530658559,-26.064880517200585,8.08,33.22,NA,Terrg 21-48.xlsx,MR,Hyale,1,MR-in-Hyale-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-Hyale-2,2489,3051,8.15729531202547,-21.863541690088116,7.52,31.46,NA,Terrg 21-48.xlsx,MR,Hyale,2,MR-in-Hyale-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-Hyale-3,3209,3871,8.10266048972263,-23.65682097555469,8.43,35.2,NA,Terrg 21-48.xlsx,MR,Hyale,3,MR-in-Hyale-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-mysid-1,4190,4120,8.92420633620234,-28.807903387794674,13.15,43.75,NA,Terrg 21-48.xlsx,MR,mysid,1,MR-in-mysid-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-mysid-2,3945,4019,8.661149784373862,-30.780919093672477,12.22,41.8,NA,Terrg 21-48.xlsx,MR,mysid,2,MR-in-mysid-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-cyren-1,3874,3898,5.947620276666254,-27.652892640720246,10.04,34.33,NA,Terrg 21-48.xlsx,MR,cyren,1,MR-in-cyren-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-baeti-1,5109,5192,8.19574203883117,-27.654935100043097,12.28,42.82,NA,Terrg 21-48.xlsx,MR,baeti,1,MR-in-baeti-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-baeti-2,5429,5557,8.194730282862599,-24.835320004841954,12.04,41.83,NA,Terrg 21-48.xlsx,MR,baeti,2,MR-in-baeti-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-tanyp-1,2994,4511,7.980238017525532,-28.787478794566127,11.02,45.04,NA,Terrg 21-48.xlsx,MR,tanyp,1,MR-in-tanyp-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,MR-in-plano-1,3736,3819,8.811901423690951,-25.53996847122688,11.7,41.49,NA,Terrg 21-48.xlsx,MR,plano,1,MR-in-plano-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-nepid-1,4398,4549,12.620150889392457,-23.463808569544906,12.71,45.57,NA,Terrg 21-48.xlsx,PLC,nepid,1,PLC-in-nepid-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-libel-1,5566,5482,12.485587345572503,-23.693585243366076,12.2,41.33,NA,Terrg 21-48.xlsx,PLC,libel,1,PLC-in-libel-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-libel-2,4194,4702,12.937842263523772,-24.01220889773144,11.63,43.85,NA,Terrg 21-48.xlsx,PLC,libel,2,PLC-in-libel-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hyale-1,2617,3156,11.133881371561555,-22.819412653184195,8.27,34.42,NA,Terrg 21-48.xlsx,PLC,hyale,1,PLC-in-hyale-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hyale-2,2205,2754,12.32977692641256,-23.01038259987113,6.36,27.03,NA,Terrg 21-48.xlsx,PLC,hyale,2,PLC-in-hyale-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hyale-3,2413,3046,10.205089392413313,-23.205437465203765,7.51,31.84,NA,Terrg 21-48.xlsx,PLC,hyale,3,PLC-in-hyale-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-palae-1,3684,3539,15.502643643851432,-23.333091172882195,11.85,39.85,NA,Terrg 21-48.xlsx,PLC,palae,1,PLC-in-palae-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-palae-2,4076,3942,16.230096185254034,-23.050210556666794,12.52,41.23,NA,Terrg 21-48.xlsx,PLC,palae,2,PLC-in-palae-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-palae-3,4061,4019,14.849049288154522,-23.155397211793822,11.78,40.51,NA,Terrg 21-48.xlsx,PLC,palae,3,PLC-in-palae-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-plano-1,1367,2074,12.502787197038211,-18.93465502111423,4.04,21.43,NA,Terrg 21-48.xlsx,PLC,plano,1,PLC-in-plano-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-plano-2,2504,2792,11.988815165004109,-22.39049619538467,7.82,29.52,NA,Terrg 21-48.xlsx,PLC,plano,2,PLC-in-plano-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-plano-3,2600,3007,13.95870403581198,-21.206891017790277,7.47,29.51,NA,Terrg 21-48.xlsx,PLC,plano,3,PLC-in-plano-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hapli-1,4308,5063,10.18283076110475,-25.654346193306754,11.91,48.26,NA,Terrg 21-48.xlsx,PLC,hapli,1,PLC-in-hapli-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hapli-2,4023,4389,14.792390953914541,-16.649143038839632,12.39,47.41,NA,Terrg 21-48.xlsx,PLC,hapli,2,PLC-in-hapli-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-gyrin-1,4049,4160,12.23669537730402,-25.036502248143155,12.85,45.15,NA,Terrg 21-48.xlsx,PLC,gyrin,1,PLC-in-gyrin-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-elmid-1,1360,1545,11.892698347989857,-27.413924899946224,11.33,45.36,NA,Terrg 21-48.xlsx,PLC,elmid,1,PLC-in-elmid-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hydro-1,3778,3901,12.294365467512572,-25.765660226402343,10.93,38.86,NA,Terrg 21-48.xlsx,PLC,hydro,1,PLC-in-hydro-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-hydro-2,4669,4830,11.6498769155328,-26.032201168034906,11.76,41.58,NA,Terrg 21-48.xlsx,PLC,hydro,2,PLC-in-hydro-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-physi-1,4772,4966,12.803278719703819,-22.887835040499834,11.73,40.97,NA,Terrg 21-48.xlsx,PLC,physi,1,PLC-in-physi-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-coena-1,4402,4786,11.684276618464217,-23.58533489925477,13.21,49.37,NA,Terrg 21-48.xlsx,PLC,coena,1,PLC-in-coena-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-coena-2,5072,5107,12.33078868238113,-23.72013721456319,15.09,52.43,NA,Terrg 21-48.xlsx,PLC,coena,2,PLC-in-coena-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-coena-3,4336,4485,11.701476469929924,-23.237095584708015,12.79,45.05,NA,Terrg 21-48.xlsx,PLC,coena,3,PLC-in-coena-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-lesti-1,2533,2612,11.729805637049916,-23.24322296267658,6.56,23.48,NA,Terrg 21-48.xlsx,PLC,lesti,1,PLC-in-lesti-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-erpob-1,3771,4181,15.359491181365657,-23.356246380183826,11.46,41.81,NA,Terrg 21-49.xlsx,PLC,erpob,1,PLC-in-erpob-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,PLC-in-erpob-2,3338,3779,13.474669723910075,-23.65102821090534,9.92,37.2,NA,Terrg 21-49.xlsx,PLC,erpob,2,PLC-in-erpob-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-hyale-1,2682,3273,13.709767903560584,-27.35263119944642,7.58,30.65,NA,Terrg 21-49.xlsx,AR,hyale,1,AR-in-hyale-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-hyale-2,3103,3620,13.150779098726327,-26.16840384488699,8.37,31.88,NA,Terrg 21-49.xlsx,AR,hyale,2,AR-in-hyale-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-hyale-3,3107,3819,12.287070764902998,-25.530899885714163,7.64,31.12,NA,Terrg 21-49.xlsx,AR,hyale,3,AR-in-hyale-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-velii-1,4031,4794,13.724902979503751,-25.232038029653943,12.14,47.03,NA,Terrg 21-49.xlsx,AR,velii,1,AR-in-velii-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-velii-2,4016,4785,12.506024863547465,-24.95255629395258,11.63,45.91,NA,Terrg 21-49.xlsx,AR,velii,2,AR-in-velii-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-velii-3,4525,5523,12.948978086150785,-24.914816059569546,11.72,47.27,NA,Terrg 21-49.xlsx,AR,velii,3,AR-in-velii-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-coena-1,4810,4905,15.107239915646227,-27.241450508966683,12.93,44.02,NA,Terrg 21-49.xlsx,AR,coena,1,AR-in-coena-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-coena-2,4413,4635,15.484607809162496,-27.219010369603797,12.46,42.65,NA,Terrg 21-49.xlsx,AR,coena,2,AR-in-coena-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-coena-3,4512,4613,16.050659649436895,-28.253296792965784,13.2,44.94,NA,Terrg 21-49.xlsx,AR,coena,3,AR-in-coena-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-belas-1,3986,4159,14.679421768986074,-26.41014534620532,12.51,43.23,NA,Terrg 21-49.xlsx,AR,belas,1,AR-in-belas-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-belas-2,4442,5646,14.725836001878449,-26.093943382455603,13.63,46.66,NA,Terrg 21-49.xlsx,AR,belas,2,AR-in-belas-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-belas-3,5052,6549,13.719857954189361,-24.982136477658198,13.07,45.28,NA,Terrg 21-49.xlsx,AR,belas,3,AR-in-belas-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-belas-4,4652,4750,14.26976571345772,-25.47785955631098,12.92,44.09,NA,Terrg 21-49.xlsx,AR,belas,4,AR-in-belas-4,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-calop-1,4604,4827,15.165762209293135,-28.019715342324865,11.71,40.31,NA,Terrg 21-49.xlsx,AR,calop,1,AR-in-calop-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-chiro-1,424,482,13.308183888535252,-26.755927493660657,11.65,45.05,NA,Terrg 21-49.xlsx,AR,chiro,1,AR-in-chiro-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-stene-1,4770,5585,15.0043213992327,-30.251489202597085,11.62,44.92,NA,Terrg 21-49.xlsx,AR,stene,1,AR-in-stene-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-stene-1,4554,5725,13.056941627878698,-34.47737544716189,11.18,47.35,NA,Terrg 21-49.xlsx,AR,stene,1,AR-in-stene-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-stene-2,2615,3293,14.087135797076852,-28.804100213691108,7.19,29.48,NA,Terrg 21-49.xlsx,AR,stene,2,AR-in-stene-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-stene-3,4279,5606,13.032725506369635,-28.69495953588072,10.3,45.36,NA,Terrg 21-49.xlsx,AR,stene,3,AR-in-stene-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-Thiar-1,3548,4273,14.469548715907509,-27.76369375232106,10.92,43.31,NA,Terrg 21-49.xlsx,AR,Thiar,1,AR-in-Thiar-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-Thiar-2,3871,5066,15.334266054793714,-27.855494322441945,9.39,40.63,NA,Terrg 21-49.xlsx,AR,Thiar,2,AR-in-Thiar-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-Thiar-3,2323,3492,15.461400692716309,-25.803241577072793,5.9,29.92,NA,Terrg 21-49.xlsx,AR,Thiar,3,AR-in-Thiar-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-chiro-1,587,671,15.530013036991992,-28.00033522196601,11.2,43.64,NA,Terrg 21-49.xlsx,AR,chiro,1,AR-in-chiro-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-gomph-1,4365,4858,15.241437589008966,-27.067029425736997,11.79,43.25,NA,Terrg 21-49.xlsx,AR,gomph,1,AR-in-gomph-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-caeni-1,4247,4570,14.25664864764031,-28.848980492416874,12.2,43.17,NA,Terrg 21-49.xlsx,AR,caeni,1,AR-in-caeni-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-baeti-1,4555,4717,14.446341599461322,-29.00300144895303,12.01,41.5,NA,Terrg 21-49.xlsx,AR,baeti,1,AR-in-baeti-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-lepto-1,3228,3858,12.492907797730055,-26.60700656879789,9.78,38.61,NA,Terrg 21-49.xlsx,AR,lepto,1,AR-in-lepto-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-lepto-2,5359,5924,12.474745706598254,-26.82630793075334,12.47,45.7,NA,Terrg 21-49.xlsx,AR,lepto,2,AR-in-lepto-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-hydro-1,3329,3703,14.467530705781753,-29.06624184170297,9.74,36.36,NA,Terrg 21-49.xlsx,AR,hydro,1,AR-in-hydro-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-hydro-2,4414,4974,14.598701363955856,-29.3212434253721,10.41,38.85,NA,Terrg 21-49.xlsx,AR,hydro,2,AR-in-hydro-2,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-hydro-3,4681,5249,14.405981396946212,-28.934661024529703,11.79,43.8,NA,Terrg 21-49.xlsx,AR,hydro,3,AR-in-hydro-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-Thiar-1,2308,3327,12.4636466509066,-24.0263905420663,5.86,27.44,NA,Terrg 21-49.xlsx,AR,Thiar,1,AR-in-Thiar-1,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,AR-in-Thiar-2,2074,3067,12.441448539523291,-23.650008204570664,5.2,25.68,NA,Terrg 21-49.xlsx,AR,Thiar,2,AR-in-Thiar-2,2020-05-20,NA,duplicate (same powder as previous sample)
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,SFC-in-Nepid-3,4173,4361,14.559350166503625,-23.83054932580841,11.82,40.44,NA,Terrg 21-49.xlsx,SFC,Nepid,3,SFC-in-Nepid-3,2020-05-20,NA,NA
Inverterbrate,10.856384180790961,2.7138438081810965,40.14372881355932,7.508689639867814,4.07177466033822,21.372004713889787,SFC-in-Tanyp-1,3523,4266,16.959773211089725,-26.391785232181142,10.71,43.23,NA,Terrg 21-49.xlsx,SFC,Tanyp,1,SFC-in-Tanyp-1,2020-05-20,NA,NA
